cuda: True
Files already downloaded and verified
Files already downloaded and verified
2000
Epoch 140 Train Loss: 24.20158053934574
Epoch: 140 True Loss: 278.0510380268097
Epoch: 140 Val Acc: 0.5574193548387096
Epoch 141 Train Loss: 24.156350255012512
Epoch: 141 True Loss: 278.76335847377777
Epoch: 141 Val Acc: 0.5470967741935484
Epoch 142 Train Loss: 24.14357367157936
Epoch: 142 True Loss: 278.45813596248627
Epoch: 142 Val Acc: 0.567741935483871
Epoch 143 Train Loss: 24.158902570605278
Epoch: 143 True Loss: 278.7363234758377
Epoch: 143 Val Acc: 0.5767741935483871
Epoch 144 Train Loss: 24.276962876319885
Epoch: 144 True Loss: 278.6411554813385
Epoch: 144 Val Acc: 0.5690322580645162
Epoch 145 Train Loss: 24.223524272441864
Epoch: 145 True Loss: 278.26267659664154
Epoch: 145 Val Acc: 0.5535483870967742
Epoch 146 Train Loss: 24.057641923427582
Epoch: 146 True Loss: 278.3906396627426
Epoch: 146 Val Acc: 0.5587096774193548
Epoch 147 Train Loss: 24.233486026525497
Epoch: 147 True Loss: 278.39812684059143
Epoch: 147 Val Acc: 0.5651612903225807
Epoch 148 Train Loss: 24.289283081889153
Epoch: 148 True Loss: 278.44090270996094
Epoch: 148 Val Acc: 0.5535483870967742
Epoch 149 Train Loss: 24.232811734080315
Epoch: 149 True Loss: 278.64922428131104
Epoch: 149 Val Acc: 0.5703225806451613
Epoch 150 Train Loss: 24.144796773791313
Epoch: 150 True Loss: 277.7883149385452
Epoch: 150 Val Acc: 0.5535483870967742
Epoch 151 Train Loss: 24.193765446543694
Epoch: 151 True Loss: 278.5502361059189
Epoch: 151 Val Acc: 0.5612903225806452
Epoch 152 Train Loss: 24.14305992424488
Epoch: 152 True Loss: 278.4124549627304
Epoch: 152 Val Acc: 0.5716129032258065
Epoch 153 Train Loss: 24.104091838002205
Epoch: 153 True Loss: 278.5358718633652
Epoch: 153 Val Acc: 0.56
Epoch 154 Train Loss: 24.098638355731964
Epoch: 154 True Loss: 278.3175778388977
Epoch: 154 Val Acc: 0.5612903225806452
Epoch 155 Train Loss: 24.131321743130684
Epoch: 155 True Loss: 278.82029914855957
Epoch: 155 Val Acc: 0.5754838709677419
Epoch 156 Train Loss: 24.078146539628506
Epoch: 156 True Loss: 278.4207525253296
Epoch: 156 Val Acc: 0.5651612903225807
Epoch 157 Train Loss: 24.13751630485058
Epoch: 157 True Loss: 278.35063004493713
Epoch: 157 Val Acc: 0.5509677419354839
Epoch 158 Train Loss: 24.135405346751213
Epoch: 158 True Loss: 278.0514838695526
Epoch: 158 Val Acc: 0.5767741935483871
Epoch 159 Train Loss: 24.057663947343826
Epoch: 159 True Loss: 278.853786110878
Epoch: 159 Val Acc: 0.5587096774193548
Epoch 160 Train Loss: 24.103278547525406
Epoch: 160 True Loss: 277.9885721206665
Epoch: 160 Val Acc: 0.5651612903225807
Epoch 161 Train Loss: 24.10343822836876
Epoch: 161 True Loss: 277.926203250885
Epoch: 161 Val Acc: 0.5574193548387096
Epoch 162 Train Loss: 24.114802107214928
Epoch: 162 True Loss: 277.9075059890747
Epoch: 162 Val Acc: 0.5651612903225807
Epoch 163 Train Loss: 24.035880237817764
Epoch: 163 True Loss: 277.7932609319687
Epoch: 163 Val Acc: 0.5509677419354839
Epoch 164 Train Loss: 24.090562775731087
Epoch: 164 True Loss: 277.6818872690201
Epoch: 164 Val Acc: 0.5496774193548387
Epoch 165 Train Loss: 24.07319738715887
Epoch: 165 True Loss: 278.220942735672
Epoch: 165 Val Acc: 0.5664516129032258
Epoch 166 Train Loss: 24.092842623591423
Epoch: 166 True Loss: 278.3540666103363
Epoch: 166 Val Acc: 0.5548387096774193
Epoch 167 Train Loss: 24.08513054251671
Epoch: 167 True Loss: 277.8455502986908
Epoch: 167 Val Acc: 0.5587096774193548
Epoch 168 Train Loss: 24.119275838136673
Epoch: 168 True Loss: 278.2437275648117
Epoch: 168 Val Acc: 0.56
Epoch 169 Train Loss: 24.059913843870163
Epoch: 169 True Loss: 278.1133348941803
Epoch: 169 Val Acc: 0.5432258064516129
Epoch 170 Train Loss: 24.06752175092697
Epoch: 170 True Loss: 278.48040640354156
Epoch: 170 Val Acc: 0.567741935483871
Epoch 171 Train Loss: 24.1473306119442
Epoch: 171 True Loss: 279.30834901332855
Epoch: 171 Val Acc: 0.5303225806451612
Epoch 172 Train Loss: 24.08171659708023
Epoch: 172 True Loss: 278.57850098609924
Epoch: 172 Val Acc: 0.5393548387096774
Epoch 173 Train Loss: 24.041082113981247
Epoch: 173 True Loss: 277.4399902820587
Epoch: 173 Val Acc: 0.5703225806451613
Epoch 174 Train Loss: 24.04214918613434
Epoch: 174 True Loss: 277.7338013648987
Epoch: 174 Val Acc: 0.5625806451612904
Epoch 175 Train Loss: 23.962245389819145
Epoch: 175 True Loss: 278.03479862213135
Epoch: 175 Val Acc: 0.5664516129032258
Epoch 176 Train Loss: 23.978772684931755
Epoch: 176 True Loss: 278.96192729473114
Epoch: 176 Val Acc: 0.5574193548387096
Epoch 177 Train Loss: 23.97134041786194
Epoch: 177 True Loss: 278.0703788995743
Epoch: 177 Val Acc: 0.567741935483871
Epoch 178 Train Loss: 24.04037021100521
Epoch: 178 True Loss: 278.23869955539703
Epoch: 178 Val Acc: 0.5458064516129032
Epoch 179 Train Loss: 23.977741315960884
Epoch: 179 True Loss: 278.0817036628723
Epoch: 179 Val Acc: 0.567741935483871
Epoch 180 Train Loss: 24.017584681510925
Epoch: 180 True Loss: 277.9382634162903
Epoch: 180 Val Acc: 0.5703225806451613
Epoch 181 Train Loss: 24.09051375091076
Epoch: 181 True Loss: 277.9488207101822
Epoch: 181 Val Acc: 0.5651612903225807
Epoch 182 Train Loss: 24.00650906562805
Epoch: 182 True Loss: 277.4335684776306
Epoch: 182 Val Acc: 0.5496774193548387
Epoch 183 Train Loss: 24.03999301791191
Epoch: 183 True Loss: 277.46646225452423
Epoch: 183 Val Acc: 0.5445161290322581
Epoch 184 Train Loss: 24.07798421382904
Epoch: 184 True Loss: 277.75997495651245
Epoch: 184 Val Acc: 0.5496774193548387
Epoch 185 Train Loss: 23.938707552850246
Epoch: 185 True Loss: 278.0333149433136
Epoch: 185 Val Acc: 0.56
Epoch 186 Train Loss: 23.910498827695847
Epoch: 186 True Loss: 278.52722001075745
Epoch: 186 Val Acc: 0.5341935483870968
Epoch 187 Train Loss: 24.027694389224052
Epoch: 187 True Loss: 278.386532664299
Epoch: 187 Val Acc: 0.584516129032258
Epoch 188 Train Loss: 23.948621854186058
Epoch: 188 True Loss: 277.9890716075897
Epoch: 188 Val Acc: 0.56
Epoch 189 Train Loss: 23.97176444530487
Epoch: 189 True Loss: 277.4598331451416
Epoch: 189 Val Acc: 0.5625806451612904
Epoch 190 Train Loss: 24.015944972634315
Epoch: 190 True Loss: 278.1638206243515
Epoch: 190 Val Acc: 0.5535483870967742
Epoch 191 Train Loss: 23.93462984263897
Epoch: 191 True Loss: 277.4701496362686
Epoch: 191 Val Acc: 0.5651612903225807
Epoch 192 Train Loss: 23.876115068793297
Epoch: 192 True Loss: 277.56122970581055
Epoch: 192 Val Acc: 0.5483870967741935
Epoch 193 Train Loss: 23.94370497763157
Epoch: 193 True Loss: 277.1860302686691
Epoch: 193 Val Acc: 0.5767741935483871
Epoch 194 Train Loss: 23.96170312166214
Epoch: 194 True Loss: 277.51743161678314
Epoch: 194 Val Acc: 0.5587096774193548
Epoch 195 Train Loss: 24.021169379353523
Epoch: 195 True Loss: 277.3791284561157
Epoch: 195 Val Acc: 0.5729032258064516
Epoch 196 Train Loss: 24.054344415664673
Epoch: 196 True Loss: 277.5570738315582
Epoch: 196 Val Acc: 0.5548387096774193
Epoch 197 Train Loss: 23.98864835500717
Epoch: 197 True Loss: 277.56587302684784
Epoch: 197 Val Acc: 0.567741935483871
Epoch 198 Train Loss: 23.839537873864174
Epoch: 198 True Loss: 278.56173050403595
Epoch: 198 Val Acc: 0.5496774193548387
Epoch 199 Train Loss: 23.95848487317562
Epoch: 199 True Loss: 277.5881862640381
Epoch: 199 Val Acc: 0.5729032258064516
Epoch 200 Train Loss: 23.937091782689095
Epoch: 200 True Loss: 276.9534721374512
Epoch: 200 Val Acc: 0.5664516129032258
Epoch 201 Train Loss: 23.87591364979744
Epoch: 201 True Loss: 277.02991700172424
Epoch: 201 Val Acc: 0.5535483870967742
Epoch 202 Train Loss: 23.95458847284317
Epoch: 202 True Loss: 278.00276839733124
Epoch: 202 Val Acc: 0.5587096774193548
Epoch 203 Train Loss: 23.951933458447456
Epoch: 203 True Loss: 276.41736590862274
Epoch: 203 Val Acc: 0.5767741935483871
Epoch 204 Train Loss: 23.857308097183704
